termID	termDef	totalTermGenes	totalTermSizeAA	nConvGenes	nConvSites	nDivGenes	nDivSites	totalMutatedGenes	funcClust
MP:0010784	abnormal forestomach morphology	6	2643	0	0	0	0	0	digestive
MP:0010785	abnormal stomach pyloric region morphology	11	5267	0	0	1	3	1	digestive
MP:0010787	gastric cysts	4	1868	0	0	0	0	0	digestive
MP:0010788	stomach hypoplasia	2	536	1	1	1	1	1	digestive
MP:0010790	abnormal stomach pyloric antrum morphology	1	246	0	0	0	0	0	digestive
MP:0010792	abnormal stomach mucosa morphology	76	31552	6	7	6	6	10	digestive
MP:0010794	abnormal stomach submucosa morphology	1	185	0	0	0	0	0	digestive
MP:0010796	abnormal intermediate gastric gland morphology	1	1106	0	0	0	0	0	gland
MP:0010797	abnormal pyloric gastric gland morphology	2	424	0	0	0	0	0	gland
MP:0010798	abnormal stomach cardiac region morphology	1	680	0	0	0	0	0	digestive
MP:0010799	stomach mucosa hyperplasia	11	2702	0	0	2	2	2	digestive
MP:0010800	abnormal submucous nerve plexus morphology	1	183	0	0	0	0	0	nervous
MP:0010801	abnormal myenteric nerve plexus morphology	2	822	1	1	0	0	1	nervous
MP:0010802	abnormal intestinal enteroendocrine cell morphology	6	2296	0	0	0	0	0	digestive
MP:0010803	abnormal stomach enteroendocrine cell morphology	5	1663	1	1	0	0	1	gland
MP:0010807	abnormal stomach position or orientation	19	11676	3	3	6	6	7	digestive
MP:0010808	right-sided stomach	15	10526	2	2	5	5	5	digestive
MP:0010809	abnormal Clara cell morphology	15	5138	1	1	0	0	1	respiratory
MP:0010810	increased type II pneumocyte number	16	4973	0	0	2	2	2	respiratory
MP:0010811	decreased type II pneumocyte number	8	4531	2	3	1	2	2	respiratory
MP:0010812	absent type II pneumocytes	3	659	1	1	0	0	1	respiratory
MP:0010813	abnormal alveolar lamellar body morphology	28	13125	5	5	4	4	8	respiratory
MP:0010814	absent alveolar lamellar bodies	11	6092	3	3	1	1	4	respiratory
MP:0010815	enlarged alveolar lamellar bodies	3	1877	1	1	1	1	2	respiratory
MP:0010816	decreased type I pneumocyte number	11	5356	2	3	2	3	3	respiratory
MP:0010817	absent type I pneumocytes	7	4071	2	3	1	2	2	respiratory
MP:0010818	adhesive atelectasis	1	723	1	1	0	0	1	respiratory
MP:0010819	primary atelectasis	21	12421	2	2	2	2	4	respiratory
MP:0010820	abnormal pleura morphology	2	2326	1	2	1	2	1	respiratory
MP:0010821	abnormal visceral pleura morphology	1	1986	1	2	1	2	1	respiratory
MP:0010822	pneumothorax	1	135	0	0	0	0	0	respiratory
MP:0010824	absent right lung accessory lobe	2	1911	0	0	1	1	1	respiratory
MP:0010825	abnormal lung saccule morphology	33	15387	4	4	4	4	7	respiratory
MP:0010826	absent lung saccules	1	442	0	0	0	0	0	respiratory
MP:0010827	small lung saccule	6	2813	0	0	2	2	2	respiratory
MP:0010829	increased bronchioalveolar stem cell number	3	623	0	0	1	1	1	respiratory
MP:0010831	lethality, incomplete penetrance	234	139703	30	37	36	52	56	development
MP:0010832	lethality during fetal growth through weaning	1863	1026929	201	236	241	302	370	development
MP:0010833	abnormal memory T cell morphology	79	26591	9	9	4	4	13	immune
MP:0010835	increased CD4-positive, alpha-beta memory T cell number	13	5032	4	4	1	1	5	immune
MP:0010836	decreased CD4-positive, alpha-beta memory T cell number	9	3774	0	0	0	0	0	immune
MP:0010838	increased CD8-positive, alpha-beta memory T cell number	12	4684	3	3	2	2	5	immune
MP:0010839	decreased CD8-positive, alpha-beta memory T cell number	7	3637	0	0	0	0	0	immune
MP:0010844	increased effector memory CD4-positive, alpha-beta T cell number	5	2381	2	2	0	0	2	immune
MP:0010847	increased central memory CD8 positive, alpha-beta T cell number	1	197	0	0	1	1	1	
MP:0010850	increased effector memory CD8-positive, alpha-beta T cell number	5	2150	2	2	0	0	2	immune
MP:0010853	abnormal lung position or orientation	35	19398	5	6	10	13	11	respiratory
MP:0010854	lung situs inversus	8	6401	2	2	4	5	4	respiratory
MP:0010855	pulmonary hyperemia	1	153	0	0	0	0	0	respiratory
MP:0010856	dilated respiratory conducting tubes	24	11153	6	6	1	1	6	respiratory
MP:0010858	pulmonary epithelial necrosis	3	2471	0	0	2	2	2	respiratory
MP:0010859	abnormal anterior commissure pars anterior morphology	4	4348	2	2	0	0	2	nervous
MP:0010860	abnormal anterior commissure pars posterior morphology	9	8201	2	2	0	0	2	nervous
MP:0010861	increased respiratory mucosa goblet cell number	6	3071	0	0	2	2	2	respiratory
MP:0010862	decreased respiratory mucosa goblet cell number	2	278	0	0	0	0	0	respiratory
MP:0010863	absent respiratory mucosa goblet cells	1	246	0	0	0	0	0	respiratory
MP:0010864	abnormal enamel knot morphology	1	315	0	0	0	0	0	craniofacial
MP:0010865	prenatal growth retardation	494	280432	43	46	57	61	88	growth
MP:0010866	abnormal prenatal body size	613	346998	63	71	75	91	119	growth
MP:0010867	abnormal bone trabecula morphology	103	48513	10	10	10	10	18	skeleton
MP:0010868	increased bone trabecula number	40	18583	5	5	4	4	7	skeleton
MP:0010869	decreased bone trabecula number	54	26624	3	3	5	5	8	skeleton
MP:0010870	absent bone trabeculae	6	2847	2	2	1	1	3	skeleton
MP:0010871	abnormal trabecular bone mass	34	14041	4	4	3	3	6	skeleton
MP:0010872	increased trabecular bone mass	19	9207	3	3	3	3	5	skeleton
MP:0010873	decreased trabecular bone mass	16	5272	1	1	0	0	1	skeleton
MP:0010874	abnormal bone volume	122	56359	13	15	13	15	23	skeleton
MP:0010875	increased bone volume	57	25242	9	11	6	8	12	skeleton
MP:0010876	decreased bone volume	70	33407	4	4	6	6	10	skeleton
MP:0010877	abnormal trabecular bone volume	71	31331	8	9	12	14	17	skeleton
MP:0010878	increased trabecular bone volume	33	14447	6	7	5	7	8	skeleton
MP:0010879	decreased trabecular bone volume	40	16967	2	2	6	6	8	skeleton
MP:0010880	small esophagus	4	3002	0	0	2	2	2	digestive
MP:0010881	esophagus hypoplasia	2	2249	0	0	1	1	1	digestive
MP:0010882	trachea hypoplasia	1	968	0	0	1	1	1	respiratory
MP:0010883	trachea stenosis	5	3296	1	1	2	3	2	respiratory
MP:0010884	esophagus stenosis	3	2476	0	0	1	1	1	digestive
MP:0010885	absent trachea	3	1626	0	0	1	1	1	respiratory
MP:0010887	pale lung	5	1763	0	0	0	0	0	respiratory
MP:0010889	small alveolar lamellar bodies	4	973	0	0	1	1	1	respiratory
MP:0010890	decreased alveolar lamellar body number	7	3614	2	2	1	1	2	respiratory
MP:0010891	increased alveolar lamellar body number	4	446	0	0	0	0	0	respiratory
MP:0010892	increased oligodendrocyte progenitor number	2	586	0	0	0	0	0	nervous
MP:0010893	abnormal posterior commissure morphology	3	851	0	0	0	0	0	nervous
MP:0010894	pulmonary alveolar edema	3	2864	0	0	0	0	0	respiratory
MP:0010895	increased lung compliance	12	7710	2	2	1	1	3	respiratory
MP:0010896	decreased lung compliance	8	2608	1	1	0	0	1	respiratory
MP:0010897	abnormal bronchiole epithelium morphology	24	9742	3	3	1	1	3	respiratory
MP:0010898	abnormal pulmonary alveolus epithelium morphology	62	29032	6	7	10	14	14	respiratory
MP:0010899	abnormal pulmonary alveolar system morphology	222	107063	24	27	30	39	49	respiratory
MP:0010900	abnormal pulmonary interalveolar septum morphology	48	26201	7	7	5	6	11	respiratory
MP:0010901	abnormal pulmonary alveolar parenchyma morphology	68	30142	6	7	8	11	12	respiratory
MP:0010902	abnormal pulmonary alveolar sac morphology	12	4915	1	1	2	3	3	respiratory
MP:0010903	abnormal pulmonary alveolus wall morphology	19	8257	1	1	1	1	2	respiratory
MP:0010904	abnormal alveolar pore morphology	3	2856	0	0	0	0	0	respiratory
MP:0010905	absent alveolar pores	1	498	0	0	0	0	0	respiratory
MP:0010906	abnormal lung bud morphology	8	3372	0	0	2	2	2	respiratory
MP:0010907	absent lung buds	4	1375	0	0	0	0	0	respiratory
MP:0010908	dilated pulmonary alveolar ducts	7	5798	2	2	0	0	2	respiratory
MP:0010909	pulmonary alveolar hemorrhage	12	8109	3	3	1	1	3	respiratory
MP:0010910	bronchiolar epithelial hyperplasia	2	450	0	0	0	0	0	respiratory
MP:0010911	abnormal pulmonary acinus morphology	213	103258	23	26	30	39	48	respiratory
MP:0010912	herniated liver	4	4127	1	1	2	5	2	liver
MP:0010913	abnormal neuroendocrine cell morphology	17	8201	1	1	2	2	2	nervous
MP:0010914	abnormal solitary pulmonary neuroendocrine cell morphology	7	3671	0	0	0	0	0	nervous
MP:0010915	increased solitary pulmonary neuroendocrine cell number	4	3053	0	0	0	0	0	nervous
MP:0010916	decreased solitary pulmonary neuroendocrine cell number	2	516	0	0	0	0	0	nervous
MP:0010917	absent solitary pulmonary neuroendocrine cells	1	179	0	0	0	0	0	nervous
MP:0010918	abnormal pulmonary neuroendocrine body morphology	5	3293	0	0	0	0	0	respiratory
MP:0010919	increased number of pulmonary neuroendocrine bodies	3	2913	0	0	0	0	0	respiratory
MP:0010920	decreased number of pulmonary neuroendocrine bodies	1	179	0	0	0	0	0	respiratory
MP:0010921	absent pulmonary neuroendocrine bodies	1	179	0	0	0	0	0	respiratory
MP:0010922	alveolitis	6	3344	0	0	1	1	1	respiratory
MP:0010923	calcified pulmonary alveolus	3	1425	1	1	1	1	2	respiratory
MP:0010924	abnormal osteoid morphology	11	4786	0	0	0	0	0	skeleton
MP:0010926	increased osteoid volume	3	1101	0	0	0	0	0	skeleton
MP:0010929	increased osteoid thickness	3	1090	0	0	0	0	0	skeleton
MP:0010931	abnormal trabecular bone connectivity density	18	7233	0	0	3	3	3	skeleton
MP:0010932	increased trabecular bone connectivity density	7	2616	0	0	1	1	1	skeleton
MP:0010933	decreased trabecular bone connectivity density	11	4617	0	0	2	2	2	skeleton
MP:0010934	increased subcutaneous adipose tissue amount	11	5455	1	1	3	3	3	skin
MP:0010935	increased airway resistance	9	3011	0	0	0	0	0	respiratory
MP:0010936	decreased airway resistance	6	2489	1	1	1	1	2	respiratory
MP:0010937	increased total lung capacity	4	4052	1	1	0	0	1	respiratory
MP:0010938	decreased total lung capacity	1	144	1	1	0	0	1	respiratory
MP:0010939	abnormal mandibular prominence morphology	5	1890	0	0	1	1	1	craniofacial
MP:0010940	abnormal maxillary prominence morphology	11	4318	1	1	1	1	2	craniofacial
MP:0010941	abnormal foramen magnum morphology	7	2890	0	0	0	0	0	craniofacial
MP:0010942	abnormal respiratory epithelium morphology	178	83498	18	19	28	32	40	respiratory
MP:0010943	abnormal bronchus epithelium morphology	15	8063	3	3	3	3	6	respiratory
MP:0010944	respiratory epithelium hypertrophy	1	385	0	0	0	0	0	respiratory
MP:0010945	lung epithelium hyperplasia	5	1612	0	0	0	0	0	respiratory
MP:0010947	abnormal single-strand DNA break repair	4	849	0	0	0	0	0	homeostasis
MP:0010948	abnormal double-strand DNA break repair	32	14214	6	12	12	18	15	homeostasis
MP:0010949	decreased Clara cell number	6	2271	0	0	0	0	0	respiratory
MP:0010950	abnormal lung hysteresivity	4	1132	1	1	0	0	1	respiratory
MP:0010951	abnormal lipid oxidation	25	9967	2	2	4	7	5	homeostasis
MP:0010952	abnormal fatty acid beta-oxidation	6	3337	0	0	2	2	2	homeostasis
MP:0010953	abnormal fatty acid oxidation	24	9804	1	1	3	3	4	homeostasis
MP:0010954	abnormal cellular respiration	96	32768	9	10	14	17	20	cellular
MP:0010955	abnormal respiratory electron transport chain	55	16781	7	7	11	12	16	cellular
MP:0010956	abnormal mitochondrial ATP synthesis coupled electron transport	28	7871	3	3	6	7	8	cellular
MP:0010957	abnormal aerobic respiration	25	11751	2	3	6	8	6	cellular
MP:0010958	abnormal tricarboxylic acid cycle	10	3084	1	1	2	2	2	cellular
MP:0010959	abnormal oxidative phosphorylation	31	9036	3	3	6	7	8	cellular
MP:0010960	abnormal compact bone mass	10	2219	0	0	0	0	0	skeleton
MP:0010961	increased compact bone mass	3	829	0	0	0	0	0	skeleton
MP:0010962	decreased compact bone mass	7	1390	0	0	0	0	0	skeleton
MP:0010963	abnormal compact bone volume	16	7913	2	3	0	0	2	skeleton
MP:0010964	increased compact bone volume	9	3759	1	2	0	0	1	skeleton
MP:0010965	decreased compact bone volume	5	3699	1	1	0	0	1	skeleton
MP:0010966	abnormal compact bone area	17	5385	2	2	1	1	3	skeleton
MP:0010967	increased compact bone area	9	2149	2	2	0	0	2	skeleton
MP:0010968	decreased compact bone area	10	4036	0	0	1	1	1	skeleton
MP:0010969	absent compact bone	2	883	0	0	1	1	1	skeleton
MP:0010970	abnormal compact bone lamellar structure	5	3212	0	0	1	1	1	skeleton
MP:0010971	abnormal periosteum morphology	7	4865	0	0	1	1	1	skeleton
MP:0010973	increased periosteum thickness	1	2498	0	0	1	1	1	skeleton
MP:0010975	abnormal lung lobe morphology	28	17463	2	2	4	4	5	respiratory
MP:0010976	small lung lobe	8	2408	0	0	1	1	1	respiratory
MP:0010977	fused right lung lobes	5	5331	2	2	2	2	3	respiratory
MP:0010978	absent ureteric bud	13	5143	1	1	2	2	2	renal
MP:0010979	small ureteric bud	4	2543	0	0	0	0	0	renal
MP:0010980	ectopic ureteric bud	11	4838	1	1	1	1	1	renal
MP:0010981	abnormal branching involved in ureteric bud morphogenesis	56	35519	7	10	8	10	11	renal
MP:0010982	abnormal ureteric bud elongation	20	9441	2	2	2	2	3	renal
MP:0010983	abnormal ureteric bud invasion	15	7213	2	2	2	2	3	renal
MP:0010984	abnormal metanephric mesenchyme morphology	34	17596	3	3	4	4	5	renal
MP:0010985	abnormal kidney mesenchyme morphology	38	19705	3	3	4	4	5	renal
MP:0010986	abnormal mesonephric mesenchyme morphology	2	567	0	0	0	0	0	renal
MP:0010987	abnormal nephrogenic mesenchyme morphogenesis	7	2052	0	0	0	0	0	renal
MP:0010988	abnormal bronchial cartilage morphology	8	2970	0	0	0	0	0	respiratory
MP:0010989	fused bronchial cartilage rings	3	1206	0	0	0	0	0	respiratory
MP:0010992	increased surfactant secretion	1	42	0	0	0	0	0	respiratory
MP:0010993	decreased surfactant secretion	11	3608	1	1	1	1	2	respiratory
MP:0010994	aerophagia	6	2890	0	0	0	0	0	respiratory
MP:0010995	abnormal lung alveolus development	39	19259	4	4	3	3	5	respiratory
MP:0010996	increased aorta wall thickness	10	10111	1	1	1	2	1	cardiovascular
MP:0010997	decreased aorta wall thickness	5	1824	1	1	1	2	1	cardiovascular
MP:0010998	pulmonary alveolar proteinosis	6	3367	0	0	1	1	1	respiratory
MP:0011001	absence of AMPA-mediated synaptic currents	1	513	0	0	0	0	0	nervous
MP:0011002	enhanced AMPA-mediated synaptic currents	2	1310	0	0	0	0	0	nervous
MP:0011003	reduced AMPA-mediated synaptic currents	14	9569	0	0	1	1	1	nervous
MP:0011004	abnormal epidermal stem cell morphology	4	1811	0	0	0	0	0	skin
MP:0011006	abnormal epidermal stem cell proliferation	2	1293	0	0	1	1	1	skin
MP:0011009	increased circulating glutamate dehydrogenase level	4	3800	0	0	0	0	0	homeostasis
MP:0011011	impaired lung lobe morphogenesis	5	3110	1	1	0	0	1	respiratory
MP:0011012	bronchiectasis	2	1502	0	0	0	0	0	respiratory
MP:0011013	bronchiolectasis	1	692	0	0	0	0	0	respiratory
MP:0011014	decreased core body temperature	20	5755	1	1	0	0	1	homeostasis
MP:0011015	decreased body surface temperature	4	4515	1	1	1	1	1	homeostasis
MP:0011016	increased core body temperature	9	7172	2	2	1	1	2	homeostasis
MP:0011018	pulmonary hyaline membrane formation	5	2229	0	0	1	1	1	respiratory
MP:0011019	abnormal adaptive thermogenesis	58	31700	6	8	7	9	10	homeostasis
MP:0011020	abnormal circadian temperature homeostasis	16	6350	3	4	2	3	5	homeostasis
MP:0011021	abnormal circadian regulation of heart rate	7	3346	2	2	2	2	3	cardiovascular
MP:0011022	abnormal circadian regulation of systemic arterial blood pressure	5	2412	0	0	1	1	1	cardiovascular
MP:0011024	abnormal branching involved in lung morphogenesis	31	13542	4	4	2	2	5	respiratory
MP:0011025	abnormal branching involved in trachea morphogenesis	4	1990	0	0	0	0	0	respiratory
MP:0011026	impaired branching involved in trachea morphogenesis	3	1805	0	0	0	0	0	respiratory
MP:0011028	impaired branching involved in bronchus morphogenesis	11	3440	1	1	0	0	1	respiratory
MP:0011030	impaired branching involved in preterminal bronchiole morphogenesis	1	185	0	0	0	0	0	respiratory
MP:0011031	abnormal branching involved in terminal bronchiole morphogenesis	9	4297	0	0	0	0	0	respiratory
MP:0011032	impaired branching involved in terminal bronchiole morphogenesis	8	4119	0	0	0	0	0	respiratory
MP:0011034	impaired branching involved in respiratory bronchiole morphogenesis	3	905	1	1	0	0	1	respiratory
MP:0011038	impaired branching involved in alveolar sac morphogenesis	1	163	0	0	0	0	0	respiratory
MP:0011039	abnormal vestibuloocular dark reflex	5	2688	1	1	0	0	1	hearing
MP:0011040	abnormal vestibuloocular light reflex	2	1327	0	0	0	0	0	hearing
MP:0011041	abnormal vertical vestibuloocular reflex	1	685	0	0	0	0	0	hearing
MP:0011042	abnormal horizontal vestibuloocular reflex	2	1275	0	0	1	2	1	hearing
MP:0011043	abnormal lung elastance	7	2732	0	0	0	0	0	respiratory
MP:0011044	increased lung elastance	3	893	0	0	0	0	0	respiratory
MP:0011045	decreased lung elastance	4	1839	0	0	0	0	0	respiratory
MP:0011047	increased lung tissue damping	2	740	0	0	0	0	0	respiratory
MP:0011049	impaired adaptive thermogenesis	37	17431	2	2	4	4	5	homeostasis
MP:0011050	abnormal respiratory motile cilium morphology	11	7976	3	3	4	5	5	respiratory
MP:0011053	decreased respiratory motile cilia number	3	1139	1	1	1	1	1	respiratory
MP:0011054	absent respiratory motile cilia	1	355	1	1	1	1	1	respiratory
MP:0011055	abnormal respiratory motile cilium physiology	14	9922	3	3	7	8	8	respiratory
MP:0011056	abnormal brain ependyma motile cilium morphology	14	6232	2	2	4	4	4	nervous
MP:0011057	absent brain ependyma motile cilia	2	781	1	1	1	1	1	nervous
MP:0011058	abnormal spinal cord motile cilium morphology	1	623	0	0	0	0	0	nervous
MP:0011059	abnormal ependyma motile cilium morphology	15	6617	2	2	5	5	5	nervous
MP:0011060	abnormal kinocilium morphology	13	7318	2	5	2	2	3	hearing
MP:0011061	abnormal inner hair cell kinocilium morphology	4	2478	1	3	1	1	1	hearing
MP:0011062	abnormal outer hair cell kinocilium morphology	5	3933	1	3	2	2	2	hearing
MP:0011063	absent inner hair cell kinocilia	1	239	0	0	0	0	0	hearing
MP:0011064	abnormal vestibular hair cell kinocilium morphology	1	185	0	0	0	0	0	hearing
MP:0011065	abnormal kidney epithelial cell primary cilium morphology	12	7203	2	2	3	3	4	renal
MP:0011066	abnormal renal tubule epithelial cell primary cilium morphology	8	4672	0	0	2	2	2	renal
MP:0011067	abnormal somatostatin level	1	20	0	0	0	0	0	homeostasis
MP:0011068	abnormal ependyma motile cilium physiology	4	1288	0	0	2	3	2	nervous
MP:0011069	abnormal brain ependyma motile cilium physiology	3	969	0	0	2	3	2	nervous
MP:0011071	absent Clara cells	2	477	0	0	0	0	0	respiratory
MP:0011072	abnormal macrophage cytokine production	14	5318	3	3	1	2	3	immune
MP:0011073	abnormal macrophage apoptosis	20	5236	2	2	1	2	2	immune
MP:0011074	abnormal macrophage nitric oxide production	9	3242	2	3	1	2	2	immune
MP:0011075	abnormal macrophage activation involved in immune response	9	2718	1	1	1	1	2	immune
MP:0011076	increased macrophage nitric oxide production	2	793	1	2	0	0	1	immune
MP:0011077	decreased macrophage nitric oxide production	7	2449	1	1	1	2	1	immune
MP:0011078	increased macrophage cytokine production	4	2128	1	1	0	0	1	immune
MP:0011079	decreased macrophage cytokine production	9	2766	1	1	1	2	1	immune
MP:0011080	increased macrophage apoptosis	7	1733	0	0	0	0	0	immune
MP:0011081	decreased macrophage apoptosis	13	3503	2	2	1	2	2	immune
MP:0011082	abnormal gastrointestinal motility	54	24739	7	7	10	12	14	digestive
MP:0011083	lethality at weaning, complete penetrance	53	35629	7	9	1	1	7	development
MP:0011084	lethality at weaning, incomplete penetrance	37	18271	4	4	6	7	9	development
MP:0011085	postnatal lethality, complete penetrance	532	299424	55	61	74	84	107	development
MP:0011086	postnatal lethality, incomplete penetrance	635	326826	64	79	77	95	119	development
MP:0011087	neonatal lethality, complete penetrance	562	330619	51	58	64	87	96	development
MP:0011088	neonatal lethality, incomplete penetrance	324	177510	29	33	46	65	65	development
MP:0011089	perinatal lethality, complete penetrance	259	158995	28	29	29	32	49	development
MP:0011090	perinatal lethality, incomplete penetrance	273	154181	29	34	33	40	50	development
MP:0011091	prenatal lethality, complete penetrance	306	163445	29	37	35	47	54	development
MP:0011092	embryonic lethality, complete penetrance	317	184775	41	45	36	43	68	development
MP:0011093	embryonic lethality at implantation, complete penetrance	18	8689	4	5	3	4	4	development
MP:0011094	embryonic lethality before implantation, complete penetrance	117	61775	13	14	14	16	23	development
MP:0011095	embryonic lethality between implantation and placentation, complete penetrance	37	23071	6	6	5	7	10	development
MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance	221	129257	24	31	21	26	40	development
